date,state,data_type,population,elderly_population_percent,working_age_population_percent,under_30_population_percent,outdoor_worker_fraction,urban_population_percent,maximum_temperature_c,minimum_temperature_c,mean_temperature_c,relative_humidity_percent,wind_speed_mps,dew_point_c,heat_index_c,heat_index_f,wbgt_c,wbgt_category,hours_above_heat_threshold,nighttime_min_temperature_c,heatwave_day,consecutive_hot_days,temperature_anomaly_c,humidity_anomaly_percent,heat_duration_hours,consecutive_heat_days,nighttime_heat_stress,humidity_burden,outdoor_exposure_index,urban_heat_index,population_exposure_index,vulnerability_index,public_health_response_index,healthcare_access_index,heat_action_plan_index,cooling_access_index,heat_exposure_index,heat_exposure_lag_1,heat_exposure_lag_2,heat_exposure_lag_3,heat_exposure_lag_7,cumulative_heat_load_3day,cumulative_heat_load_7day,expected_heatstroke_deaths,expected_other_heat_related_deaths,expected_heat_related_deaths,heatstroke_deaths,other_heat_related_deaths,heat_related_deaths_total,heat_related_deaths_male,heat_related_deaths_female,heatstroke_deaths_male,heatstroke_deaths_female,heat_related_deaths_under_30,heat_related_deaths_30_59,heat_related_deaths_60_plus,mortality_anomaly,heat_related_mortality_rate_per_100000,heatstroke_mortality_rate_per_100000,thermal_signature
2026-08-14,Karnataka,SYNTHETIC,68000000,11.5,38.5,50.0,0.45,42.0,28.25,21.3,24.78,84.9,1.88,22.05,31.04,87.87,25.63,LOW,0,21.76,False,0,-0.17,4.6,0,0,0.0,0.507,0.585,0.306,0.684,0.561,0.511,0.698,0.55,0.534,0.0,0.0079,0.0,0.0,0.0,0.0079,0.0092,0.01591,0.05108,0.06699,0,0,0,0,0,0,0,0,0,0,-0.06699,0.0,0.0,"{""max_temperature_c"": 28.25, ""mean_temperature_c"": 24.78, ""humidity_percent"": 84.9, ""wbgt_c"": 25.63, ""heat_index_c"": 31.04, ""heat_duration_hours"": 0, ""consecutive_heat_days"": 0}"
2026-08-15,Tamil Nadu,SYNTHETIC,77000000,13.0,40.0,47.0,0.36,55.0,32.82,25.97,29.39,71.7,2.16,23.74,38.69,101.65,28.94,CAUTION,0,26.61,False,0,-0.32,0.6,0,0,0.434,0.718,0.493,0.428,0.764,0.506,0.536,0.766,0.6,0.519,0.1368,0.4493,0.3615,0.3301,0.1578,0.9476,2.3077,0.02908,0.08119,0.11027,0,0,0,0,0,0,0,0,0,0,-0.11027,0.0,0.0,"{""max_temperature_c"": 32.82, ""mean_temperature_c"": 29.39, ""humidity_percent"": 71.7, ""wbgt_c"": 28.94, ""heat_index_c"": 38.69, ""heat_duration_hours"": 0, ""consecutive_heat_days"": 0}"
2026-08-15,Kerala,SYNTHETIC,35800000,17.0,45.0,38.0,0.28,50.0,28.81,25.11,26.96,91.9,4.63,25.54,34.75,94.54,27.23,LOW,0,25.71,False,0,-0.15,4.9,0,0,0.285,0.942,0.349,0.4,0.452,0.535,0.59,0.838,0.65,0.541,0.0309,0.0199,0.0577,0.065,0.0188,0.1084,0.3157,0.00453,0.01403,0.01856,0,0,0,0,0,0,0,0,0,0,-0.01856,0.0,0.0,"{""max_temperature_c"": 28.81, ""mean_temperature_c"": 26.96, ""humidity_percent"": 91.9, ""wbgt_c"": 27.23, ""heat_index_c"": 34.75, ""heat_duration_hours"": 0, ""consecutive_heat_days"": 0}"
2026-08-15,Karnataka,SYNTHETIC,68000000,11.5,38.5,50.0,0.45,42.0,27.24,21.58,24.41,90.1,5.38,22.68,29.88,85.79,25.13,LOW,0,22.1,False,0,-1.19,10.0,0,0,0.0,0.585,0.534,0.35,0.674,0.571,0.47,0.7,0.55,0.53,0.0,0.0,0.0079,0.0,0.0,0.0079,0.0092,0.01547,0.05089,0.06637,0,0,0,0,0,0,0,0,0,0,-0.06637,0.0,0.0,"{""max_temperature_c"": 27.24, ""mean_temperature_c"": 24.41, ""humidity_percent"": 90.1, ""wbgt_c"": 25.13, ""heat_index_c"": 29.88, ""heat_duration_hours"": 0, ""consecutive_heat_days"": 0}"
2026-08-16,Tamil Nadu,SYNTHETIC,77000000,13.0,40.0,47.0,0.36,55.0,32.24,25.43,28.84,65.9,3.46,21.83,35.93,96.68,27.76,LOW,0,26.13,False,0,-0.85,-5.3,0,0,0.354,0.479,0.374,0.462,0.74,0.503,0.522,0.764,0.6,0.521,0.0489,0.1368,0.4493,0.3615,0.2439,0.635,2.1127,0.02321,0.07022,0.09343,0,0,0,0,0,0,0,0,0,0,-0.09343,0.0,0.0,"{""max_temperature_c"": 32.24, ""mean_temperature_c"": 28.84, ""humidity_percent"": 65.9, ""wbgt_c"": 27.76, ""heat_index_c"": 35.93, ""heat_duration_hours"": 0, ""consecutive_heat_days"": 0}"
2026-08-16,Kerala,SYNTHETIC,35800000,17.0,45.0,38.0,0.28,50.0,27.16,24.16,25.66,98.0,3.3,25.32,31.48,88.66,26.42,LOW,0,24.75,False,0,-1.84,11.1,0,0,0.124,0.915,0.317,0.391,0.446,0.528,0.582,0.838,0.65,0.541,0.0104,0.0309,0.0199,0.0577,0.0493,0.0611,0.2768,0.00427,0.01342,0.01769,0,0,0,0,0,0,0,0,0,0,-0.01769,0.0,0.0,"{""max_temperature_c"": 27.16, ""mean_temperature_c"": 25.66, ""humidity_percent"": 98.0, ""wbgt_c"": 26.42, ""heat_index_c"": 31.48, ""heat_duration_hours"": 0, ""consecutive_heat_days"": 0}"
2026-08-16,Karnataka,SYNTHETIC,68000000,11.5,38.5,50.0,0.45,42.0,26.59,19.55,23.07,90.7,3.17,21.46,28.41,83.15,24.35,LOW,0,20.12,False,0,-1.84,10.7,0,0,0.0,0.432,0.477,0.382,0.663,0.57,0.481,0.699,0.55,0.528,0.0,0.0,0.0,0.0079,0.0,0.0,0.0092,0.01452,0.04918,0.06369,0,0,0,0,0,0,0,0,0,0,-0.06369,0.0,0.0,"{""max_temperature_c"": 26.59, ""mean_temperature_c"": 23.07, ""humidity_percent"": 90.7, ""wbgt_c"": 24.35, ""heat_index_c"": 28.41, ""heat_duration_hours"": 0, ""consecutive_heat_days"": 0}"
2026-08-17,Tamil Nadu,SYNTHETIC,77000000,13.0,40.0,47.0,0.36,55.0,33.32,25.17,29.25,76.9,2.66,24.78,40.73,105.32,29.58,CAUTION,0,25.85,False,0,0.27,5.6,0,0,0.308,0.847,0.487,0.453,0.762,0.504,0.568,0.763,0.6,0.523,0.1953,0.0489,0.1368,0.4493,0.5703,0.381,1.7377,0.02634,0.07702,0.10336,1,0,1,0,1,0,1,0,1,0,0.89664,0.001299,0.001299,"{""max_temperature_c"": 33.32, ""mean_temperature_c"": 29.25, ""humidity_percent"": 76.9, ""wbgt_c"": 29.58, ""heat_index_c"": 40.73, ""heat_duration_hours"": 0, ""consecutive_heat_days"": 0}"
2026-08-17,Kerala,SYNTHETIC,35800000,17.0,45.0,38.0,0.28,50.0,28.21,23.87,26.04,98.0,4.6,25.7,33.78,92.81,27.01,LOW,0,24.48,False,0,-0.84,11.3,0,0,0.081,0.962,0.401,0.408,0.463,0.533,0.591,0.839,0.65,0.543,0.0252,0.0104,0.0309,0.0199,0.0168,0.0665,0.2852,0.00456,0.01375,0.0183,0,0,0,0,0,0,0,0,0,0,-0.0183,0.0,0.0,"{""max_temperature_c"": 28.21, ""mean_temperature_c"": 26.04, ""humidity_percent"": 98.0, ""wbgt_c"": 27.01, ""heat_index_c"": 33.78, ""heat_duration_hours"": 0, ""consecutive_heat_days"": 0}"
2026-08-17,Karnataka,SYNTHETIC,68000000,11.5,38.5,50.0,0.45,42.0,27.15,20.52,23.83,86.3,7.15,21.41,29.19,84.55,24.49,LOW,0,21.02,False,0,-1.29,6.5,0,0,0.0,0.427,0.601,0.334,0.688,0.566,0.491,0.7,0.55,0.526,0.0,0.0,0.0,0.0,0.0013,0.0,0.0079,0.01568,0.04993,0.06561,0,0,0,0,0,0,0,0,0,0,-0.06561,0.0,0.0,"{""max_temperature_c"": 27.15, ""mean_temperature_c"": 23.83, ""humidity_percent"": 86.3, ""wbgt_c"": 24.49, ""heat_index_c"": 29.19, ""heat_duration_hours"": 0, ""consecutive_heat_days"": 0}"
2026-08-18,Tamil Nadu,SYNTHETIC,77000000,13.0,40.0,47.0,0.36,55.0,33.88,26.31,30.09,72.2,2.65,24.54,41.14,106.06,29.86,CAUTION,0,27.0,False,0,0.86,0.7,0,0,0.5,0.817,0.472,0.459,0.759,0.505,0.548,0.763,0.6,0.523,0.2273,0.1953,0.0489,0.1368,0.2158,0.4715,1.7492,0.02643,0.07735,0.10379,0,0,0,0,0,0,0,0,0,0,-0.10379,0.0,0.0,"{""max_temperature_c"": 33.88, ""mean_temperature_c"": 30.09, ""humidity_percent"": 72.2, ""wbgt_c"": 29.86, ""heat_index_c"": 41.14, ""heat_duration_hours"": 0, ""consecutive_heat_days"": 0}"
2026-08-18,Kerala,SYNTHETIC,35800000,17.0,45.0,38.0,0.28,50.0,28.74,25.38,27.06,97.4,3.71,26.62,35.93,96.67,27.76,LOW,0,25.96,False,0,-0.35,10.8,0,0,0.326,1.0,0.318,0.383,0.446,0.534,0.606,0.842,0.65,0.54,0.044,0.0252,0.0104,0.0309,0.0762,0.0796,0.253,0.00429,0.01354,0.01783,0,0,0,0,0,0,0,0,0,0,-0.01783,0.0,0.0,"{""max_temperature_c"": 28.74, ""mean_temperature_c"": 27.06, ""humidity_percent"": 97.4, ""wbgt_c"": 27.76, ""heat_index_c"": 35.93, ""heat_duration_hours"": 0, ""consecutive_heat_days"": 0}"
2026-08-18,Karnataka,SYNTHETIC,68000000,11.5,38.5,50.0,0.45,42.0,28.33,21.07,24.7,81.4,2.54,21.3,30.7,87.26,25.4,LOW,0,21.56,False,0,-0.12,1.7,0,0,0.0,0.412,0.591,0.328,0.686,0.567,0.492,0.699,0.55,0.529,0.0,0.0,0.0,0.0,0.0,0.0,0.0079,0.01536,0.04917,0.06453,0,0,0,0,0,0,0,0,0,0,-0.06453,0.0,0.0,"{""max_temperature_c"": 28.33, ""mean_temperature_c"": 24.7, ""humidity_percent"": 81.4, ""wbgt_c"": 25.4, ""heat_index_c"": 30.7, ""heat_duration_hours"": 0, ""consecutive_heat_days"": 0}"
2026-08-19,Tamil Nadu,SYNTHETIC,77000000,13.0,40.0,47.0,0.36,55.0,34.01,28.1,31.06,66.9,2.24,24.19,40.84,105.52,29.85,CAUTION,0,28.79,False,0,1.03,-4.7,0,0,0.798,0.773,0.524,0.458,0.77,0.505,0.554,0.764,0.6,0.52,0.2291,0.2273,0.1953,0.0489,0.3301,0.6517,1.6482,0.02805,0.08067,0.10873,0,0,0,0,0,0,0,0,0,0,-0.10873,0.0,0.0,"{""max_temperature_c"": 34.01, ""mean_temperature_c"": 31.06, ""humidity_percent"": 66.9, ""wbgt_c"": 29.85, ""heat_index_c"": 40.84, ""heat_duration_hours"": 0, ""consecutive_heat_days"": 0}"
2026-08-19,Kerala,SYNTHETIC,35800000,17.0,45.0,38.0,0.28,50.0,26.98,23.98,25.48,97.3,2.89,25.02,30.86,87.55,26.11,LOW,0,24.57,False,0,-2.16,10.9,0,0,0.095,0.877,0.367,0.397,0.456,0.536,0.596,0.841,0.65,0.534,0.0027,0.044,0.0252,0.0104,0.065,0.0718,0.1907,0.00434,0.01331,0.01765,0,0,0,0,0,0,0,0,0,0,-0.01765,0.0,0.0,"{""max_temperature_c"": 26.98, ""mean_temperature_c"": 25.48, ""humidity_percent"": 97.3, ""wbgt_c"": 26.11, ""heat_index_c"": 30.86, ""heat_duration_hours"": 0, ""consecutive_heat_days"": 0}"
2026-08-19,Karnataka,SYNTHETIC,68000000,11.5,38.5,50.0,0.45,42.0,28.57,22.19,25.38,84.8,3.05,22.63,31.86,89.35,26.06,LOW,0,22.68,False,0,0.12,5.2,0,0,0.0,0.579,0.641,0.327,0.696,0.564,0.515,0.7,0.55,0.531,0.0014,0.0,0.0,0.0,0.0,0.0014,0.0093,0.01559,0.04872,0.06431,0,0,0,0,0,0,0,0,0,0,-0.06431,0.0,0.0,"{""max_temperature_c"": 28.57, ""mean_temperature_c"": 25.38, ""humidity_percent"": 84.8, ""wbgt_c"": 26.06, ""heat_index_c"": 31.86, ""heat_duration_hours"": 0, ""consecutive_heat_days"": 0}"
2026-08-20,Tamil Nadu,SYNTHETIC,77000000,13.0,40.0,47.0,0.36,55.0,32.47,26.38,29.43,65.7,4.08,22.34,36.71,98.08,28.06,CAUTION,0,27.06,False,0,-0.47,-6.0,0,0,0.51,0.543,0.5,0.453,0.765,0.499,0.579,0.766,0.6,0.522,0.064,0.2291,0.2273,0.1953,0.3615,0.5204,1.3507,0.02347,0.06716,0.09063,0,0,0,0,0,0,0,0,0,0,-0.09063,0.0,0.0,"{""max_temperature_c"": 32.47, ""mean_temperature_c"": 29.43, ""humidity_percent"": 65.7, ""wbgt_c"": 28.06, ""heat_index_c"": 36.71, ""heat_duration_hours"": 0, ""consecutive_heat_days"": 0}"
2026-08-20,Kerala,SYNTHETIC,35800000,17.0,45.0,38.0,0.28,50.0,27.42,22.76,25.09,98.0,1.05,24.75,31.38,88.48,26.22,LOW,0,23.38,False,0,-1.77,11.8,0,0,0.0,0.844,0.406,0.413,0.464,0.531,0.592,0.838,0.65,0.532,0.0055,0.0027,0.044,0.0252,0.0577,0.0522,0.1385,0.0044,0.01324,0.01764,0,0,0,0,0,0,0,0,0,0,-0.01764,0.0,0.0,"{""max_temperature_c"": 27.42, ""mean_temperature_c"": 25.09, ""humidity_percent"": 98.0, ""wbgt_c"": 26.22, ""heat_index_c"": 31.38, ""heat_duration_hours"": 0, ""consecutive_heat_days"": 0}"
2026-08-20,Karnataka,SYNTHETIC,68000000,11.5,38.5,50.0,0.45,42.0,28.0,20.11,24.05,77.6,4.96,19.9,29.61,85.3,24.44,LOW,0,20.63,False,0,-0.47,-1.8,0,0,0.0,0.237,0.611,0.347,0.69,0.563,0.489,0.701,0.55,0.525,0.0,0.0014,0.0,0.0,0.0079,0.0014,0.0014,0.01516,0.04799,0.06315,0,0,0,0,0,0,0,0,0,0,-0.06315,0.0,0.0,"{""max_temperature_c"": 28.0, ""mean_temperature_c"": 24.05, ""humidity_percent"": 77.6, ""wbgt_c"": 24.44, ""heat_index_c"": 29.61, ""heat_duration_hours"": 0, ""consecutive_heat_days"": 0}"
2026-08-21,Tamil Nadu,SYNTHETIC,77000000,13.0,40.0,47.0,0.36,55.0,31.84,23.95,27.89,70.9,1.28,22.13,35.72,96.3,27.8,LOW,0,24.57,False,0,-1.06,-0.9,0,0,0.096,0.516,0.535,0.42,0.772,0.498,0.553,0.766,0.6,0.526,0.0449,0.064,0.2291,0.2273,0.4493,0.338,0.9463,0.02286,0.06479,0.08765,0,0,0,0,0,0,0,0,0,0,-0.08765,0.0,0.0,"{""max_temperature_c"": 31.84, ""mean_temperature_c"": 27.89, ""humidity_percent"": 70.9, ""wbgt_c"": 27.8, ""heat_index_c"": 35.72, ""heat_duration_hours"": 0, ""consecutive_heat_days"": 0}"
2026-08-21,Kerala,SYNTHETIC,35800000,17.0,45.0,38.0,0.28,50.0,27.98,24.34,26.16,96.7,3.4,25.58,33.24,91.83,26.87,LOW,0,24.95,False,0,-1.25,10.6,0,0,0.158,0.948,0.384,0.408,0.459,0.531,0.592,0.837,0.65,0.534,0.0217,0.0055,0.0027,0.044,0.0199,0.03,0.1404,0.00432,0.01315,0.01746,0,0,0,0,0,0,0,0,0,0,-0.01746,0.0,0.0,"{""max_temperature_c"": 27.98, ""mean_temperature_c"": 26.16, ""humidity_percent"": 96.7, ""wbgt_c"": 26.87, ""heat_index_c"": 33.24, ""heat_duration_hours"": 0, ""consecutive_heat_days"": 0}"
2026-08-21,Karnataka,SYNTHETIC,68000000,11.5,38.5,50.0,0.45,42.0,27.78,19.99,23.89,74.7,2.65,19.13,29.07,84.32,24.25,LOW,0,20.48,False,0,-0.69,-4.5,0,0,0.0,0.142,0.591,0.321,0.686,0.559,0.514,0.699,0.55,0.524,0.0,0.0,0.0014,0.0,0.0,0.0014,0.0014,0.01452,0.04648,0.061,0,0,0,0,0,0,0,0,0,0,-0.061,0.0,0.0,"{""max_temperature_c"": 27.78, ""mean_temperature_c"": 23.89, ""humidity_percent"": 74.7, ""wbgt_c"": 24.25, ""heat_index_c"": 29.07, ""heat_duration_hours"": 0, ""consecutive_heat_days"": 0}"
2026-08-22,Tamil Nadu,SYNTHETIC,77000000,13.0,40.0,47.0,0.36,55.0,31.63,23.12,27.37,74.1,4.4,22.34,35.66,96.18,27.61,LOW,0,23.79,False,0,-1.23,2.1,0,0,0.0,0.543,0.43,0.45,0.751,0.498,0.569,0.764,0.6,0.527,0.0403,0.0449,0.064,0.2291,0.1368,0.1492,0.8498,0.01992,0.05972,0.07964,0,0,0,0,0,0,0,0,0,0,-0.07964,0.0,0.0,"{""max_temperature_c"": 31.63, ""mean_temperature_c"": 27.37, ""humidity_percent"": 74.1, ""wbgt_c"": 27.61, ""heat_index_c"": 35.66, ""heat_duration_hours"": 0, ""consecutive_heat_days"": 0}"
2026-08-22,Kerala,SYNTHETIC,35800000,17.0,45.0,38.0,0.28,50.0,28.62,25.02,26.82,94.9,2.86,25.93,34.8,94.63,27.42,LOW,0,25.58,False,0,-0.66,9.0,0,0,0.264,0.991,0.38,0.376,0.459,0.534,0.555,0.838,0.65,0.531,0.0355,0.0217,0.0055,0.0027,0.0309,0.0627,0.145,0.00439,0.01336,0.01776,0,0,0,0,0,0,0,0,0,0,-0.01776,0.0,0.0,"{""max_temperature_c"": 28.62, ""mean_temperature_c"": 26.82, ""humidity_percent"": 94.9, ""wbgt_c"": 27.42, ""heat_index_c"": 34.8, ""heat_duration_hours"": 0, ""consecutive_heat_days"": 0}"
2026-08-22,Karnataka,SYNTHETIC,68000000,11.5,38.5,50.0,0.45,42.0,30.48,22.12,26.3,82.9,4.86,23.16,34.95,94.91,27.2,LOW,0,22.6,False,0,1.99,3.9,0,0,0.0,0.645,0.572,0.318,0.682,0.562,0.487,0.698,0.55,0.525,0.0299,0.0,0.0,0.0014,0.0,0.0299,0.0313,0.01455,0.04677,0.06133,0,0,0,0,0,0,0,0,0,0,-0.06133,0.0,0.0,"{""max_temperature_c"": 30.48, ""mean_temperature_c"": 26.3, ""humidity_percent"": 82.9, ""wbgt_c"": 27.2, ""heat_index_c"": 34.95, ""heat_duration_hours"": 0, ""consecutive_heat_days"": 0}"
2026-08-23,Tamil Nadu,SYNTHETIC,77000000,13.0,40.0,47.0,0.36,55.0,30.31,22.48,26.4,67.1,1.86,19.81,32.13,89.84,26.15,LOW,0,23.11,False,0,-2.51,-4.9,0,0,0.0,0.226,0.373,0.421,0.74,0.499,0.56,0.764,0.6,0.524,0.0037,0.0403,0.0449,0.064,0.0489,0.089,0.8047,0.0182,0.0564,0.0746,0,0,0,0,0,0,0,0,0,0,-0.0746,0.0,0.0,"{""max_temperature_c"": 30.31, ""mean_temperature_c"": 26.4, ""humidity_percent"": 67.1, ""wbgt_c"": 26.15, ""heat_index_c"": 32.13, ""heat_duration_hours"": 0, ""consecutive_heat_days"": 0}"
2026-08-23,Kerala,SYNTHETIC,35800000,17.0,45.0,38.0,0.28,50.0,28.02,24.14,26.08,96.0,4.19,25.39,33.1,91.57,26.96,LOW,0,24.77,False,0,-1.31,10.3,0,0,0.128,0.924,0.298,0.418,0.442,0.531,0.62,0.837,0.65,0.533,0.024,0.0355,0.0217,0.0055,0.0104,0.0812,0.1585,0.00395,0.01256,0.01651,0,0,0,0,0,0,0,0,0,0,-0.01651,0.0,0.0,"{""max_temperature_c"": 28.02, ""mean_temperature_c"": 26.08, ""humidity_percent"": 96.0, ""wbgt_c"": 26.96, ""heat_index_c"": 33.1, ""heat_duration_hours"": 0, ""consecutive_heat_days"": 0}"
2026-08-23,Karnataka,SYNTHETIC,68000000,11.5,38.5,50.0,0.45,42.0,29.51,22.78,26.15,78.1,3.01,22.02,32.69,90.85,26.3,LOW,0,23.23,False,0,1.02,-0.8,0,0,0.0,0.503,0.505,0.303,0.669,0.562,0.516,0.696,0.55,0.529,0.0075,0.0299,0.0,0.0,0.0,0.0375,0.0389,0.01336,0.04454,0.0579,0,0,0,0,0,0,0,0,0,0,-0.0579,0.0,0.0,"{""max_temperature_c"": 29.51, ""mean_temperature_c"": 26.15, ""humidity_percent"": 78.1, ""wbgt_c"": 26.3, ""heat_index_c"": 32.69, ""heat_duration_hours"": 0, ""consecutive_heat_days"": 0}"
2026-08-24,Tamil Nadu,SYNTHETIC,77000000,13.0,40.0,47.0,0.36,55.0,30.43,23.39,26.91,72.8,3.92,21.62,33.53,92.36,26.72,LOW,0,24.03,False,0,-2.35,0.7,0,0,0.005,0.453,0.505,0.43,0.766,0.497,0.556,0.763,0.6,0.521,0.018,0.0037,0.0403,0.0449,0.1953,0.062,0.6274,0.01993,0.05793,0.07786,0,0,0,0,0,0,0,0,0,0,-0.07786,0.0,0.0,"{""max_temperature_c"": 30.43, ""mean_temperature_c"": 26.91, ""humidity_percent"": 72.8, ""wbgt_c"": 26.72, ""heat_index_c"": 33.53, ""heat_duration_hours"": 0, ""consecutive_heat_days"": 0}"
2026-08-24,Kerala,SYNTHETIC,35800000,17.0,45.0,38.0,0.28,50.0,28.98,24.05,26.51,85.7,4.51,23.92,33.48,92.26,26.66,LOW,0,24.67,False,0,-0.39,0.1,0,0,0.112,0.74,0.419,0.414,0.466,0.534,0.565,0.837,0.65,0.534,0.0165,0.024,0.0355,0.0217,0.0252,0.076,0.1499,0.00439,0.01308,0.01747,0,0,0,0,0,0,0,0,0,0,-0.01747,0.0,0.0,"{""max_temperature_c"": 28.98, ""mean_temperature_c"": 26.51, ""humidity_percent"": 85.7, ""wbgt_c"": 26.66, ""heat_index_c"": 33.48, ""heat_duration_hours"": 0, ""consecutive_heat_days"": 0}"
2026-08-24,Karnataka,SYNTHETIC,68000000,11.5,38.5,50.0,0.45,42.0,27.86,20.17,24.01,80.3,4.63,20.42,29.68,85.43,24.63,LOW,0,20.69,False,0,-0.65,1.6,0,0,0.0,0.302,0.634,0.349,0.694,0.561,0.517,0.694,0.55,0.529,0.0,0.0075,0.0299,0.0,0.0,0.0375,0.0389,0.01455,0.04556,0.06012,0,0,0,0,0,0,0,0,0,0,-0.06012,0.0,0.0,"{""max_temperature_c"": 27.86, ""mean_temperature_c"": 24.01, ""humidity_percent"": 80.3, ""wbgt_c"": 24.63, ""heat_index_c"": 29.68, ""heat_duration_hours"": 0, ""consecutive_heat_days"": 0}"
2026-08-25,Tamil Nadu,SYNTHETIC,77000000,13.0,40.0,47.0,0.36,55.0,29.94,22.98,26.46,69.9,3.34,20.52,32.16,89.89,26.16,LOW,0,23.59,False,0,-2.8,-2.4,0,0,0.0,0.315,0.552,0.41,0.775,0.5,0.586,0.763,0.6,0.518,0.004,0.018,0.0037,0.0403,0.2273,0.0258,0.4041,0.0201,0.05744,0.07754,0,0,0,0,0,0,0,0,0,0,-0.07754,0.0,0.0,"{""max_temperature_c"": 29.94, ""mean_temperature_c"": 26.46, ""humidity_percent"": 69.9, ""wbgt_c"": 26.16, ""heat_index_c"": 32.16, ""heat_duration_hours"": 0, ""consecutive_heat_days"": 0}"
2026-08-25,Kerala,SYNTHETIC,35800000,17.0,45.0,38.0,0.28,50.0,29.31,23.69,26.5,88.8,7.32,24.51,34.57,94.22,27.01,LOW,0,24.33,False,0,-0.1,3.4,0,0,0.055,0.813,0.381,0.428,0.459,0.529,0.591,0.837,0.65,0.534,0.0252,0.0165,0.024,0.0355,0.044,0.0657,0.1311,0.00418,0.01271,0.01689,0,0,0,0,0,0,0,0,0,0,-0.01689,0.0,0.0,"{""max_temperature_c"": 29.31, ""mean_temperature_c"": 26.5, ""humidity_percent"": 88.8, ""wbgt_c"": 27.01, ""heat_index_c"": 34.57, ""heat_duration_hours"": 0, ""consecutive_heat_days"": 0}"
2026-08-25,Karnataka,SYNTHETIC,68000000,11.5,38.5,50.0,0.45,42.0,27.02,18.67,22.84,88.8,3.49,20.9,28.82,83.88,24.45,LOW,0,19.18,False,0,-1.5,10.2,0,0,0.0,0.362,0.64,0.34,0.696,0.556,0.498,0.697,0.55,0.532,0.0,0.0,0.0075,0.0299,0.0,0.0075,0.0389,0.01441,0.04487,0.05928,0,0,0,0,0,0,0,0,0,0,-0.05928,0.0,0.0,"{""max_temperature_c"": 27.02, ""mean_temperature_c"": 22.84, ""humidity_percent"": 88.8, ""wbgt_c"": 24.45, ""heat_index_c"": 28.82, ""heat_duration_hours"": 0, ""consecutive_heat_days"": 0}"
2026-08-26,Tamil Nadu,SYNTHETIC,77000000,13.0,40.0,47.0,0.36,55.0,30.45,24.35,27.4,71.6,3.66,21.82,33.72,92.69,26.82,LOW,0,25.05,False,0,-2.25,-0.8,0,0,0.175,0.477,0.513,0.466,0.768,0.49,0.533,0.763,0.6,0.518,0.0204,0.004,0.018,0.0037,0.2291,0.0424,0.1954,0.01944,0.05613,0.07557,0,0,0,0,0,0,0,0,0,0,-0.07557,0.0,0.0,"{""max_temperature_c"": 30.45, ""mean_temperature_c"": 27.4, ""humidity_percent"": 71.6, ""wbgt_c"": 26.82, ""heat_index_c"": 33.72, ""heat_duration_hours"": 0, ""consecutive_heat_days"": 0}"
2026-08-26,Kerala,SYNTHETIC,35800000,17.0,45.0,38.0,0.28,50.0,29.22,25.04,27.13,90.2,3.75,25.38,35.33,95.59,27.5,LOW,0,25.63,False,0,-0.24,4.9,0,0,0.272,0.922,0.402,0.398,0.463,0.535,0.572,0.832,0.65,0.535,0.0375,0.0252,0.0165,0.024,0.0027,0.0792,0.1659,0.00432,0.013,0.01733,0,0,0,0,0,0,0,0,0,0,-0.01733,0.0,0.0,"{""max_temperature_c"": 29.22, ""mean_temperature_c"": 27.13, ""humidity_percent"": 90.2, ""wbgt_c"": 27.5, ""heat_index_c"": 35.33, ""heat_duration_hours"": 0, ""consecutive_heat_days"": 0}"
2026-08-26,Karnataka,SYNTHETIC,68000000,11.5,38.5,50.0,0.45,42.0,27.15,18.59,22.87,84.5,1.47,20.12,28.71,83.68,24.29,LOW,0,19.14,False,0,-1.38,6.2,0,0,0.0,0.265,0.699,0.368,0.707,0.556,0.542,0.696,0.55,0.533,0.0,0.0,0.0,0.0075,0.0014,0.0,0.0375,0.01465,0.04449,0.05914,0,0,0,0,0,0,0,0,0,0,-0.05914,0.0,0.0,"{""max_temperature_c"": 27.15, ""mean_temperature_c"": 22.87, ""humidity_percent"": 84.5, ""wbgt_c"": 24.29, ""heat_index_c"": 28.71, ""heat_duration_hours"": 0, ""consecutive_heat_days"": 0}"
2026-08-27,Tamil Nadu,SYNTHETIC,77000000,13.0,40.0,47.0,0.36,55.0,32.72,26.55,29.63,69.6,1.65,23.47,38.24,100.84,28.91,CAUTION,0,27.22,False,0,0.06,-3.0,0,0,0.537,0.684,0.517,0.45,0.768,0.486,0.558,0.764,0.6,0.521,0.1324,0.0204,0.004,0.018,0.064,0.1569,0.2638,0.02058,0.05929,0.07987,0,0,0,0,0,0,0,0,0,0,-0.07987,0.0,0.0,"{""max_temperature_c"": 32.72, ""mean_temperature_c"": 29.63, ""humidity_percent"": 69.6, ""wbgt_c"": 28.91, ""heat_index_c"": 38.24, ""heat_duration_hours"": 0, ""consecutive_heat_days"": 0}"
