date,state,population,max_temperature_c,mean_temperature_c,min_temperature_c,relative_humidity_percent,wind_speed_mps,heat_index_c,wbgt_c,heatwave_day,consecutive_heat_days,cumulative_heat_load_7day,expected_heat_related_deaths,heat_related_deaths_total,heat_related_deaths_male,heat_related_deaths_female,deaths_under_30,deaths_30_59,deaths_60_plus,heat_related_mortality_rate_per_100000,thermal_signature,data_type
2025-02-28,Karnataka,61095297,31.1,27.2,23.3,53.5,3.1,33.7,25.8,False,0,26.02,0.51,0,0,0,0,0,0,0.0,0.385_0.0_0.535,SYNTHETIC
2025-03-01,Karnataka,61095297,32.6,27.4,22.2,51.9,4.7,34.7,26.2,False,0,26.16,0.53,0,0,0,0,0,0,0.0,0.415_0.0_0.519,SYNTHETIC
2025-03-02,Karnataka,61095297,34.2,29.7,25.3,59.4,3.1,38.8,28.2,False,0,26.41,0.68,0,0,0,0,0,0,0.0,0.549_0.0_0.594,SYNTHETIC
2025-03-03,Karnataka,61095297,35.1,30.8,26.5,47.0,2.1,35.6,29.0,False,0,26.87,0.79,1,1,0,0,1,0,0.0016,0.603_0.0_0.47,SYNTHETIC
2025-03-04,Karnataka,61095297,29.2,23.4,17.7,49.1,1.0,30.4,22.7,False,0,26.31,0.5,0,0,0,0,0,0,0.0,0.181_0.0_0.491,SYNTHETIC
2025-03-05,Karnataka,61095297,32.4,27.6,22.7,52.8,1.9,34.8,26.3,False,0,26.31,0.52,0,0,0,0,0,0,0.0,0.42_0.0_0.528,SYNTHETIC
2025-03-06,Karnataka,61095297,31.7,28.1,24.5,53.3,3.0,34.3,26.6,False,0,26.41,0.52,0,0,0,0,0,0,0.0,0.438_0.0_0.533,SYNTHETIC
2025-03-07,Karnataka,61095297,32.4,26.9,21.3,47.0,2.0,32.9,25.8,False,0,26.41,0.52,0,0,0,0,0,0,0.0,0.384_0.0_0.47,SYNTHETIC
2025-03-08,Karnataka,61095297,29.8,25.9,21.9,53.6,1.4,32.5,24.6,False,0,26.18,0.5,0,0,0,0,0,0,0.0,0.307_0.0_0.536,SYNTHETIC
2025-03-09,Karnataka,61095297,35.1,31.2,27.4,53.5,3.5,37.7,29.4,False,0,26.34,0.79,0,0,0,0,0,0,0.0,0.626_0.0_0.535,SYNTHETIC
2025-03-10,Karnataka,61095297,33.5,30.3,27.2,48.1,2.9,34.4,28.4,False,0,26.25,0.59,2,1,1,0,2,0,0.0033,0.562_0.0_0.481,SYNTHETIC
2025-03-11,Karnataka,61095297,32.7,27.8,23.0,50.9,1.3,34.5,26.5,False,0,26.8,0.53,0,0,0,0,0,0,0.0,0.435_0.0_0.509,SYNTHETIC
2025-03-12,Karnataka,61095297,35.1,30.9,26.6,51.0,4.5,36.9,29.1,False,0,27.2,0.79,0,0,0,0,0,0,0.0,0.608_0.0_0.51,SYNTHETIC
2025-03-13,Karnataka,61095297,31.5,25.7,20.0,45.3,4.0,31.4,24.8,False,0,26.94,0.51,0,0,0,0,0,0,0.0,0.317_0.0_0.453,SYNTHETIC
2025-03-14,Karnataka,61095297,30.7,25.9,21.0,47.6,1.2,31.4,24.7,False,0,26.79,0.51,0,0,0,0,0,0,0.0,0.315_0.0_0.476,SYNTHETIC
2025-03-15,Karnataka,61095297,32.5,28.9,25.3,46.5,4.1,32.9,27.2,False,0,27.16,0.53,0,0,0,0,0,0,0.0,0.479_0.0_0.465,SYNTHETIC
2025-03-16,Karnataka,61095297,35.1,29.5,23.8,46.7,1.3,35.5,28.1,False,0,26.98,0.8,0,0,0,0,0,0,0.0,0.541_0.0_0.467,SYNTHETIC
2025-03-17,Karnataka,61095297,31.6,25.8,19.9,54.7,2.1,34.6,24.9,False,0,26.48,0.52,0,0,0,0,0,0,0.0,0.326_0.0_0.547,SYNTHETIC
2025-03-18,Karnataka,61095297,34.2,29.0,23.8,44.4,1.3,33.8,27.6,False,0,26.62,0.68,0,0,0,0,0,0,0.0,0.504_0.0_0.444,SYNTHETIC
2025-03-19,Karnataka,61095297,35.4,29.5,23.5,51.6,2.5,37.4,28.2,False,0,26.49,0.83,1,0,1,0,1,0,0.0016,0.547_0.0_0.516,SYNTHETIC
2025-03-20,Karnataka,61095297,35.1,31.0,26.8,43.0,3.4,34.3,29.1,False,0,27.12,0.8,0,0,0,0,0,0,0.0,0.609_0.0_0.43,SYNTHETIC
2025-03-21,Karnataka,61095297,33.1,29.6,26.1,37.3,2.4,30.4,27.7,False,0,27.55,0.55,0,0,0,0,0,0,0.0,0.515_0.0_0.373,SYNTHETIC
2025-03-22,Karnataka,61095297,34.0,29.0,24.0,41.0,2.7,32.5,27.5,False,0,27.59,0.66,0,0,0,0,0,0,0.0,0.502_0.0_0.41,SYNTHETIC
2025-03-23,Karnataka,61095297,35.2,32.1,29.0,52.6,2.5,37.6,30.0,False,0,27.87,0.81,13,9,4,2,7,4,0.0213,0.67_0.0_0.526,SYNTHETIC
2025-03-24,Karnataka,61095297,35.2,31.5,27.9,45.0,4.3,35.0,29.6,False,0,28.54,0.81,1,1,0,0,1,0,0.0016,0.638_0.0_0.45,SYNTHETIC
2025-03-25,Karnataka,61095297,33.1,29.5,25.9,49.8,1.5,34.5,27.8,False,0,28.57,0.55,0,0,0,0,0,0,0.0,0.518_0.0_0.498,SYNTHETIC
2025-03-26,Karnataka,61095297,33.1,27.3,21.4,40.8,2.4,31.5,26.1,False,0,28.27,0.54,0,0,0,0,0,0,0.0,0.407_0.0_0.408,SYNTHETIC
2025-03-27,Karnataka,61095297,34.3,30.4,26.6,42.9,1.7,33.4,28.6,False,0,28.19,0.69,0,0,0,0,0,0,0.0,0.572_0.0_0.429,SYNTHETIC
2025-03-28,Karnataka,61095297,37.4,33.2,28.9,41.7,1.1,36.2,31.1,True,1,28.67,1.15,2,2,0,0,0,2,0.0033,0.741_0.1_0.417,SYNTHETIC
2025-03-29,Karnataka,61095297,35.6,29.8,24.1,37.2,4.8,32.9,28.4,True,2,28.8,0.96,0,0,0,0,0,0,0.0,0.559_0.2_0.372,SYNTHETIC
2025-03-30,Karnataka,61095297,34.4,30.6,26.7,39.4,2.1,32.4,28.7,False,0,28.6,0.71,0,0,0,0,0,0,0.0,0.577_0.0_0.394,SYNTHETIC
2025-03-31,Karnataka,61095297,34.8,31.1,27.3,30.4,2.3,29.9,29.0,False,0,28.52,0.77,0,0,0,0,0,0,0.0,0.601_0.0_0.304,SYNTHETIC
2025-04-01,Karnataka,61095297,35.3,29.6,23.9,35.2,1.0,32.0,28.2,False,0,28.57,0.83,0,0,0,0,0,0,0.0,0.543_0.0_0.352,SYNTHETIC
2025-04-02,Karnataka,61095297,34.3,31.2,28.2,47.1,2.0,34.8,29.2,False,0,29.01,0.7,0,0,0,0,0,0,0.0,0.612_0.0_0.471,SYNTHETIC
2025-04-03,Karnataka,61095297,34.7,30.1,25.5,35.1,2.6,31.3,28.4,False,0,28.99,0.76,0,0,0,0,0,0,0.0,0.56_0.0_0.351,SYNTHETIC
2025-04-04,Karnataka,61095297,32.2,27.6,23.0,46.6,3.8,32.6,26.2,False,0,28.29,0.53,0,0,0,0,0,0,0.0,0.417_0.0_0.466,SYNTHETIC
2025-04-05,Karnataka,61095297,33.4,29.3,25.1,46.3,2.4,33.7,27.7,False,0,28.19,0.59,0,0,0,0,0,0,0.0,0.51_0.0_0.463,SYNTHETIC
2025-04-06,Karnataka,61095297,31.6,26.2,20.8,48.1,2.0,32.5,25.2,False,0,27.69,0.52,0,0,0,0,0,0,0.0,0.344_0.0_0.481,SYNTHETIC
2025-04-07,Karnataka,61095297,34.7,30.4,26.0,54.4,4.9,37.7,28.7,False,0,27.65,0.74,0,0,0,0,0,0,0.0,0.583_0.0_0.544,SYNTHETIC
2025-04-08,Karnataka,61095297,34.9,29.7,24.6,48.5,2.5,35.9,28.3,False,0,27.66,0.76,0,0,0,0,0,0,0.0,0.55_0.0_0.485,SYNTHETIC
2025-04-09,Karnataka,61095297,35.7,29.8,23.9,41.7,2.8,34.5,28.4,True,1,27.55,0.91,0,0,0,0,0,0,0.0,0.561_0.1_0.417,SYNTHETIC
2025-04-10,Karnataka,61095297,34.4,30.3,26.3,40.4,2.3,32.7,28.5,False,0,27.57,0.71,0,0,0,0,0,0,0.0,0.569_0.0_0.404,SYNTHETIC
2025-04-11,Karnataka,61095297,34.5,30.2,25.9,44.6,3.3,34.3,28.5,False,0,27.9,0.72,0,0,0,0,0,0,0.0,0.567_0.0_0.446,SYNTHETIC
2025-04-12,Karnataka,61095297,34.0,29.2,24.4,43.6,4.0,33.4,27.7,False,0,27.9,0.66,0,0,0,0,0,0,0.0,0.513_0.0_0.436,SYNTHETIC
2025-04-13,Karnataka,61095297,32.5,29.1,25.7,41.5,4.8,31.2,27.3,False,0,28.21,0.53,0,0,0,0,0,0,0.0,0.486_0.0_0.415,SYNTHETIC
2025-04-14,Karnataka,61095297,33.2,29.3,25.5,43.0,2.0,32.4,27.6,False,0,28.04,0.56,0,0,0,0,0,0,0.0,0.507_0.0_0.43,SYNTHETIC
2025-04-15,Karnataka,61095297,32.9,26.9,21.0,34.3,4.8,29.2,25.8,False,0,27.69,0.53,0,0,0,0,0,0,0.0,0.385_0.0_0.343,SYNTHETIC
2025-04-16,Karnataka,61095297,34.9,29.6,24.3,33.4,4.4,30.9,28.0,False,0,27.63,0.77,2,1,1,1,1,0,0.0033,0.536_0.0_0.334,SYNTHETIC
2025-04-17,Karnataka,61095297,36.7,31.4,26.1,36.6,2.2,33.8,29.7,True,1,27.8,1.05,4,3,1,0,2,2,0.0065,0.648_0.1_0.366,SYNTHETIC
2025-04-18,Karnataka,61095297,32.4,28.0,23.6,44.4,2.3,32.1,26.6,False,0,27.52,0.52,0,0,0,0,0,0,0.0,0.437_0.0_0.444,SYNTHETIC
2025-04-19,Karnataka,61095297,34.0,30.3,26.6,41.9,3.0,32.8,28.4,False,0,27.63,0.65,0,0,0,0,0,0,0.0,0.562_0.0_0.419,SYNTHETIC
2025-04-20,Karnataka,61095297,34.6,31.2,27.8,33.3,4.7,30.6,29.1,False,0,27.89,0.74,0,0,0,0,0,0,0.0,0.609_0.0_0.333,SYNTHETIC
2025-04-21,Karnataka,61095297,35.9,32.6,29.3,44.9,3.6,35.8,30.5,True,1,28.3,0.95,3,2,1,1,2,0,0.0049,0.697_0.1_0.449,SYNTHETIC
2025-04-22,Karnataka,61095297,33.4,28.4,23.3,42.1,4.2,32.3,27.0,False,0,28.47,0.59,0,0,0,0,0,0,0.0,0.464_0.0_0.421,SYNTHETIC
2025-04-23,Karnataka,61095297,31.6,28.2,24.9,51.5,3.6,33.6,26.6,False,0,28.26,0.52,1,1,0,1,0,0,0.0016,0.439_0.0_0.515,SYNTHETIC
2025-04-24,Karnataka,61095297,34.2,30.5,26.7,39.2,2.5,32.2,28.6,False,0,28.1,0.69,5,4,1,1,2,2,0.0082,0.57_0.0_0.392,SYNTHETIC
2025-04-25,Karnataka,61095297,36.8,31.3,25.8,45.8,4.9,36.9,29.7,True,1,28.55,1.07,1,1,0,0,0,1,0.0016,0.648_0.1_0.458,SYNTHETIC
2025-04-26,Karnataka,61095297,35.0,31.9,28.8,45.2,2.4,34.9,29.8,False,0,28.74,0.79,1,1,0,0,1,0,0.0016,0.652_0.0_0.452,SYNTHETIC
2025-04-27,Karnataka,61095297,35.5,31.6,27.7,43.9,3.1,35.0,29.7,True,1,28.82,0.9,0,0,0,0,0,0,0.0,0.644_0.1_0.439,SYNTHETIC
2025-04-28,Karnataka,61095297,37.3,32.3,27.3,35.4,3.9,34.0,30.4,True,2,28.82,1.19,0,0,0,0,0,0,0.0,0.696_0.2_0.354,SYNTHETIC
2025-04-29,Karnataka,61095297,35.4,29.8,24.2,38.3,4.6,33.1,28.3,False,0,29.01,0.85,0,0,0,0,0,0,0.0,0.556_0.0_0.383,SYNTHETIC
2025-04-30,Karnataka,61095297,34.5,30.2,25.9,44.1,4.4,34.0,28.5,False,0,29.28,0.73,0,0,0,0,0,0,0.0,0.566_0.0_0.441,SYNTHETIC
2025-05-01,Karnataka,61095297,36.2,33.0,29.9,44.0,4.4,35.7,30.8,True,1,29.6,1.0,0,0,0,0,0,0,0.0,0.718_0.1_0.44,SYNTHETIC
2025-05-02,Karnataka,61095297,36.1,32.5,28.9,48.0,1.8,36.9,30.4,True,2,29.71,1.04,0,0,0,0,0,0,0.0,0.697_0.2_0.48,SYNTHETIC
2025-05-03,Karnataka,61095297,37.3,33.3,29.3,41.9,2.4,36.1,31.2,True,3,29.9,1.26,0,0,0,0,0,0,0.0,0.745_0.3_0.419,SYNTHETIC
2025-05-04,Karnataka,61095297,37.2,31.9,26.7,49.6,3.7,38.5,30.3,True,4,29.99,1.3,0,0,0,0,0,0,0.0,0.686_0.4_0.496,SYNTHETIC
2025-05-05,Karnataka,61095297,36.7,30.8,24.9,42.4,3.5,35.7,29.3,True,5,29.83,1.27,0,0,0,0,0,0,0.0,0.621_0.5_0.424,SYNTHETIC
2025-05-06,Karnataka,61095297,37.4,32.2,27.1,43.0,4.3,36.5,30.5,True,6,30.14,1.44,0,0,0,0,0,0,0.0,0.698_0.6_0.43,SYNTHETIC
2025-05-07,Karnataka,61095297,33.3,27.5,21.6,45.5,1.1,33.4,26.3,False,0,29.83,0.59,0,0,0,0,0,0,0.0,0.423_0.0_0.455,SYNTHETIC
2025-05-08,Karnataka,61095297,35.4,29.6,23.9,32.2,1.8,31.0,28.2,False,0,29.46,0.85,0,0,0,0,0,0,0.0,0.544_0.0_0.322,SYNTHETIC
2025-05-09,Karnataka,61095297,36.0,32.3,28.7,35.4,1.6,32.7,30.2,True,1,29.42,0.98,1,1,0,0,1,0,0.0016,0.681_0.1_0.354,SYNTHETIC
2025-05-10,Karnataka,61095297,34.0,29.3,24.6,33.4,2.0,30.0,27.7,False,0,28.92,0.67,3,3,0,0,1,2,0.0049,0.511_0.0_0.334,SYNTHETIC
2025-05-11,Karnataka,61095297,33.7,30.1,26.6,45.4,2.2,33.7,28.3,False,0,28.64,0.62,0,0,0,0,0,0,0.0,0.552_0.0_0.454,SYNTHETIC
2025-05-12,Karnataka,61095297,34.9,31.5,28.1,41.8,3.6,33.6,29.4,False,0,28.65,0.77,0,0,0,0,0,0,0.0,0.628_0.0_0.418,SYNTHETIC
2025-05-13,Karnataka,61095297,34.8,29.8,24.8,45.4,3.1,34.7,28.3,False,0,28.33,0.75,0,0,0,0,0,0,0.0,0.551_0.0_0.454,SYNTHETIC
2025-05-14,Karnataka,61095297,35.4,29.7,24.1,37.3,3.3,32.7,28.3,False,0,28.61,0.84,0,0,0,0,0,0,0.0,0.552_0.0_0.373,SYNTHETIC
2025-05-15,Karnataka,61095297,36.6,33.3,30.0,36.8,4.1,33.8,31.0,True,1,29.01,1.05,7,4,3,1,5,1,0.0115,0.733_0.1_0.368,SYNTHETIC
2025-05-16,Karnataka,61095297,36.8,33.7,30.6,35.2,2.5,33.4,31.3,True,2,29.17,1.13,1,1,0,0,1,0,0.0016,0.755_0.2_0.352,SYNTHETIC
2025-05-17,Karnataka,61095297,34.2,31.1,28.1,41.1,4.6,32.7,29.0,False,0,29.37,0.69,0,0,0,0,0,0,0.0,0.601_0.0_0.411,SYNTHETIC
2025-05-18,Karnataka,61095297,36.8,30.9,25.0,33.9,4.7,33.0,29.3,True,1,29.51,1.08,0,0,0,0,0,0,0.0,0.621_0.1_0.339,SYNTHETIC
2025-05-19,Karnataka,61095297,34.6,30.8,27.0,38.5,4.3,32.3,28.9,False,0,29.43,0.75,0,0,0,0,0,0,0.0,0.591_0.0_0.385,SYNTHETIC
2025-05-20,Karnataka,61095297,33.7,30.2,26.7,49.1,4.9,34.9,28.4,False,0,29.45,0.64,0,0,0,0,0,0,0.0,0.56_0.0_0.491,SYNTHETIC
2025-05-21,Karnataka,61095297,35.8,30.0,24.2,35.1,3.0,32.4,28.5,True,1,29.49,0.95,2,2,0,1,1,0,0.0033,0.568_0.1_0.351,SYNTHETIC
2025-05-22,Karnataka,61095297,36.3,30.3,24.3,29.2,2.9,30.9,28.8,True,2,29.17,1.06,4,3,1,3,1,0,0.0065,0.585_0.2_0.292,SYNTHETIC
2025-05-23,Karnataka,61095297,35.0,31.3,27.7,42.5,3.9,34.0,29.3,False,0,28.89,0.79,0,0,0,0,0,0,0.0,0.623_0.0_0.425,SYNTHETIC
2025-05-24,Karnataka,61095297,37.6,34.2,30.8,37.5,1.0,35.0,31.8,True,1,29.29,1.19,0,0,0,0,0,0,0.0,0.79_0.1_0.375,SYNTHETIC
2025-05-25,Karnataka,61095297,35.4,30.3,25.1,39.6,2.8,33.5,28.7,False,0,29.2,0.85,1,1,0,0,1,0,0.0016,0.579_0.0_0.396,SYNTHETIC
2025-05-26,Karnataka,61095297,37.1,32.8,28.6,42.3,2.0,36.1,30.8,True,1,29.49,1.12,2,1,1,0,1,1,0.0033,0.722_0.1_0.423,SYNTHETIC
2025-05-27,Karnataka,61095297,32.4,27.7,23.0,26.0,4.7,26.0,26.1,False,0,29.16,0.54,1,1,0,0,1,0,0.0016,0.409_0.0_0.26,SYNTHETIC
2025-05-28,Karnataka,61095297,33.0,27.3,21.5,39.1,2.3,30.9,26.1,False,0,28.81,0.54,4,3,1,0,3,1,0.0065,0.405_0.0_0.391,SYNTHETIC
2025-05-29,Karnataka,61095297,36.5,31.4,26.2,39.5,2.7,34.5,29.6,True,1,28.94,1.03,1,1,0,0,1,0,0.0016,0.643_0.1_0.395,SYNTHETIC
2025-05-30,Karnataka,61095297,36.1,32.4,28.6,35.1,3.9,32.7,30.2,True,2,29.06,1.03,2,2,0,0,1,1,0.0033,0.682_0.2_0.351,SYNTHETIC
2025-05-31,Karnataka,61095297,37.6,32.5,27.5,36.9,1.8,34.8,30.7,True,3,28.89,1.29,0,0,0,0,0,0,0.0,0.71_0.3_0.369,SYNTHETIC
2025-06-01,Karnataka,61095297,35.2,31.2,27.2,41.7,1.0,34.0,29.3,False,0,28.98,0.82,0,0,0,0,0,0,0.0,0.621_0.0_0.417,SYNTHETIC
2025-06-02,Karnataka,61095297,36.1,33.0,29.8,46.9,3.5,36.6,30.8,True,1,28.97,0.98,0,0,0,0,0,0,0.0,0.718_0.1_0.469,SYNTHETIC
2025-06-03,Karnataka,61095297,36.2,32.0,27.7,40.0,4.1,34.4,30.0,True,2,29.53,1.05,1,0,1,0,0,1,0.0016,0.667_0.2_0.4,SYNTHETIC
2025-06-04,Karnataka,61095297,34.4,29.0,23.5,43.7,4.4,33.8,27.6,False,0,29.74,0.73,0,0,0,0,0,0,0.0,0.506_0.0_0.437,SYNTHETIC
2025-06-05,Karnataka,61095297,38.9,33.9,29.0,46.7,1.1,39.3,32.0,True,1,30.08,1.3,0,0,0,0,0,0,0.0,0.798_0.1_0.467,SYNTHETIC
2025-06-06,Karnataka,61095297,36.8,33.7,30.7,43.4,3.2,36.1,31.4,True,2,30.24,1.14,0,0,0,0,0,0,0.0,0.759_0.2_0.434,SYNTHETIC
2025-06-07,Karnataka,61095297,37.6,33.1,28.7,41.0,1.6,36.1,31.1,True,3,30.31,1.32,2,0,2,1,1,0,0.0033,0.742_0.3_0.41,SYNTHETIC
2025-06-08,Karnataka,61095297,33.1,27.7,22.3,44.5,4.3,32.8,26.5,False,0,29.91,0.57,9,9,0,2,5,2,0.0147,0.432_0.0_0.445,SYNTHETIC
2025-06-09,Karnataka,61095297,33.3,28.1,23.0,44.5,4.5,32.9,26.8,False,0,29.34,0.58,0,0,0,0,0,0,0.0,0.452_0.0_0.445,SYNTHETIC
2025-06-10,Karnataka,61095297,33.4,28.3,23.2,40.0,4.0,31.5,26.8,False,0,28.88,0.58,0,0,0,0,0,0,0.0,0.457_0.0_0.4,SYNTHETIC
2025-06-11,Karnataka,61095297,36.1,31.5,26.9,41.4,2.6,34.7,29.6,True,1,29.18,0.98,4,4,0,0,3,1,0.0065,0.643_0.1_0.414,SYNTHETIC
2025-06-12,Karnataka,61095297,31.9,28.6,25.3,40.6,2.0,30.3,26.8,False,0,28.44,0.52,3,3,0,0,3,0,0.0049,0.455_0.0_0.406,SYNTHETIC
2025-06-13,Karnataka,61095297,35.8,31.7,27.5,41.3,2.0,34.4,29.7,True,1,28.21,0.93,0,0,0,0,0,0,0.0,0.649_0.1_0.413,SYNTHETIC
2025-06-14,Karnataka,61095297,37.1,33.1,29.1,39.6,3.3,35.2,31.0,True,2,28.19,1.16,0,0,0,0,0,0,0.0,0.734_0.2_0.396,SYNTHETIC
2025-06-15,Karnataka,61095297,35.4,31.4,27.3,40.6,3.9,33.8,29.4,False,0,28.61,0.84,0,0,0,0,0,0,0.0,0.63_0.0_0.406,SYNTHETIC
2025-06-16,Karnataka,61095297,33.7,30.1,26.5,41.9,4.8,32.5,28.2,False,0,28.81,0.62,9,9,0,0,5,4,0.0147,0.546_0.0_0.419,SYNTHETIC
2025-06-17,Karnataka,61095297,33.7,30.6,27.6,42.4,1.4,32.7,28.6,False,0,29.06,0.63,0,0,0,0,0,0,0.0,0.573_0.0_0.424,SYNTHETIC
2025-06-18,Karnataka,61095297,31.6,28.3,24.9,39.5,4.5,29.6,26.5,False,0,28.61,0.52,0,0,0,0,0,0,0.0,0.432_0.0_0.395,SYNTHETIC
2025-06-19,Karnataka,61095297,35.6,30.9,26.1,43.1,3.2,34.8,29.2,True,1,28.94,0.91,0,0,0,0,0,0,0.0,0.61_0.1_0.431,SYNTHETIC
2025-06-20,Karnataka,61095297,36.1,32.7,29.3,47.2,4.3,36.6,30.5,True,2,29.06,1.02,0,0,0,0,0,0,0.0,0.703_0.2_0.472,SYNTHETIC
2025-06-21,Karnataka,61095297,34.6,30.4,26.2,34.2,4.9,30.9,28.5,False,0,28.71,0.74,0,0,0,0,0,0,0.0,0.569_0.0_0.342,SYNTHETIC
2025-06-22,Karnataka,61095297,39.3,34.6,29.9,49.6,1.7,40.6,32.6,True,1,29.15,1.29,0,0,0,0,0,0,0.0,0.838_0.1_0.496,SYNTHETIC
2025-06-23,Karnataka,61095297,33.6,30.2,26.8,47.7,1.6,34.4,28.3,False,0,29.18,0.62,0,0,0,0,0,0,0.0,0.556_0.0_0.477,SYNTHETIC
2025-06-24,Karnataka,61095297,33.3,29.6,25.8,45.4,4.4,33.3,27.8,False,0,29.06,0.58,0,0,0,0,0,0,0.0,0.521_0.0_0.454,SYNTHETIC
2025-06-25,Karnataka,61095297,34.9,31.6,28.3,46.4,4.8,35.2,29.6,False,0,29.5,0.79,0,0,0,0,0,0,0.0,0.638_0.0_0.464,SYNTHETIC
2025-06-26,Karnataka,61095297,32.9,28.7,24.5,43.3,2.4,32.2,27.1,False,0,29.21,0.54,0,0,0,0,0,0,0.0,0.473_0.0_0.433,SYNTHETIC
2025-06-27,Karnataka,61095297,32.9,27.5,22.1,41.7,3.8,31.6,26.2,False,0,28.6,0.54,0,0,0,0,0,0,0.0,0.416_0.0_0.417,SYNTHETIC
2025-06-28,Karnataka,61095297,33.6,28.9,24.1,50.3,4.6,35.2,27.4,False,0,28.44,0.61,0,0,0,0,0,0,0.0,0.496_0.0_0.503,SYNTHETIC
2025-06-29,Karnataka,61095297,36.4,30.8,25.2,50.3,4.6,38.0,29.3,True,1,27.97,1.0,7,6,1,1,6,0,0.0115,0.621_0.1_0.503,SYNTHETIC
2025-06-30,Karnataka,61095297,33.6,30.2,26.9,46.8,4.4,34.0,28.3,False,0,27.97,0.6,0,0,0,0,0,0,0.0,0.557_0.0_0.468,SYNTHETIC
2025-07-01,Karnataka,61095297,35.7,31.7,27.6,37.2,4.7,33.0,29.7,True,1,28.24,0.92,0,0,0,0,0,0,0.0,0.645_0.1_0.372,SYNTHETIC
2025-07-02,Karnataka,61095297,33.1,27.5,22.0,37.7,1.8,30.5,26.3,False,0,27.77,0.54,2,2,0,0,1,1,0.0033,0.418_0.0_0.377,SYNTHETIC
2025-07-03,Karnataka,61095297,34.0,30.6,27.2,47.1,2.6,34.6,28.7,False,0,28.0,0.66,5,3,2,0,4,1,0.0082,0.581_0.0_0.471,SYNTHETIC
2025-07-04,Karnataka,61095297,31.9,27.3,22.7,37.9,4.2,29.4,25.8,False,0,27.94,0.52,0,0,0,0,0,0,0.0,0.39_0.0_0.379,SYNTHETIC
2025-07-05,Karnataka,61095297,34.4,29.3,24.1,44.2,3.3,34.0,27.8,False,0,27.99,0.71,0,0,0,0,0,0,0.0,0.521_0.0_0.442,SYNTHETIC
2025-07-06,Karnataka,61095297,33.8,29.4,25.0,48.0,1.2,34.6,27.8,False,0,27.78,0.63,0,0,0,0,0,0,0.0,0.52_0.0_0.48,SYNTHETIC
2025-07-07,Karnataka,61095297,35.1,31.6,28.1,41.1,1.8,33.7,29.5,False,0,27.95,0.79,0,0,0,0,0,0,0.0,0.637_0.0_0.411,SYNTHETIC
2025-07-08,Karnataka,61095297,35.4,31.1,26.9,48.0,1.3,36.2,29.4,False,0,27.91,0.83,0,0,0,0,0,0,0.0,0.624_0.0_0.48,SYNTHETIC
2025-07-09,Karnataka,61095297,33.8,30.7,27.6,44.6,3.3,33.5,28.7,False,0,28.25,0.63,4,3,1,0,4,0,0.0065,0.578_0.0_0.446,SYNTHETIC
2025-07-10,Karnataka,61095297,32.2,27.6,23.1,43.8,4.3,31.6,26.2,False,0,27.9,0.52,1,1,0,1,0,0,0.0016,0.415_0.0_0.438,SYNTHETIC
2025-07-11,Karnataka,61095297,34.7,28.8,22.9,48.9,4.6,35.9,27.6,False,0,28.15,0.75,0,0,0,0,0,0,0.0,0.508_0.0_0.489,SYNTHETIC
2025-07-12,Karnataka,61095297,36.9,32.2,27.5,43.0,4.0,36.0,30.3,True,1,28.51,1.07,0,0,0,0,0,0,0.0,0.689_0.1_0.43,SYNTHETIC
2025-07-13,Karnataka,61095297,34.8,28.8,22.8,52.0,2.1,36.9,27.6,False,0,28.48,0.76,0,0,0,0,0,0,0.0,0.508_0.0_0.52,SYNTHETIC
2025-07-14,Karnataka,61095297,34.5,30.9,27.3,48.6,4.5,35.6,29.1,False,0,28.41,0.73,0,0,0,0,0,0,0.0,0.603_0.0_0.486,SYNTHETIC
2025-07-15,Karnataka,61095297,34.5,31.3,28.2,47.1,2.4,35.0,29.3,False,0,28.4,0.72,1,1,0,0,0,1,0.0016,0.619_0.0_0.471,SYNTHETIC
2025-07-16,Karnataka,61095297,33.4,27.4,21.4,55.3,2.9,36.6,26.4,False,0,28.08,0.58,0,0,0,0,0,0,0.0,0.427_0.0_0.553,SYNTHETIC
2025-07-17,Karnataka,61095297,34.2,29.0,23.8,39.7,4.8,32.3,27.5,False,0,28.26,0.68,3,3,0,1,2,0,0.0049,0.502_0.0_0.397,SYNTHETIC
2025-07-18,Karnataka,61095297,34.6,28.7,22.8,59.3,2.9,39.2,27.6,False,0,28.26,0.74,0,0,0,0,0,0,0.0,0.508_0.0_0.593,SYNTHETIC
2025-07-19,Karnataka,61095297,30.4,24.7,18.9,44.4,1.8,30.0,23.8,False,0,27.33,0.5,0,0,0,0,0,0,0.0,0.253_0.0_0.444,SYNTHETIC
2025-07-20,Karnataka,61095297,34.4,28.5,22.7,42.6,2.1,33.4,27.3,False,0,27.28,0.7,0,0,0,0,0,0,0.0,0.485_0.0_0.426,SYNTHETIC
2025-07-21,Karnataka,61095297,34.5,29.6,24.6,50.9,4.9,36.3,28.1,False,0,27.15,0.72,0,0,0,0,0,0,0.0,0.541_0.0_0.509,SYNTHETIC
2025-07-22,Karnataka,61095297,31.3,26.5,21.7,49.0,2.9,32.5,25.3,False,0,26.58,0.51,0,0,0,0,0,0,0.0,0.355_0.0_0.49,SYNTHETIC
2025-07-23,Karnataka,61095297,32.6,28.4,24.1,51.5,3.9,34.6,26.9,False,0,26.65,0.53,0,0,0,0,0,0,0.0,0.46_0.0_0.515,SYNTHETIC
